# Fable TLC RTTI class dump (Steam Fable.exe, image base 0x400000)
# Source: fabletlcmod.com forum th=9198 (EternalNoob, 2012), goto=66825
# 2090 classes. Columns: VFT<TAB>flags<TAB>class<TAB>bases<TAB>rtti_kind
# rtti_kind: SI single / MI multiple / VI virtual inheritance (MSVC RTTI).
VFT	flags	class	bases	rtti_kind
0128D00C	0019	CAIStateGroup_MinionSitOutside	CAIStateGroup_MinionSitOnSeat, CAIStateGroup_MinionSitOnSeatBase, CAIStateGroup_UsesSeat, CAIStateGroupBase, CBaseClass	SI
0128B140	0014	CAIStateGroup_MinionSleep	CAIStateGroup_GoToBed, CAIStateGroupBase, CBaseClass	SI
0128A84C	0014	CAIStateGroup_MinionWalkToMarker	CAIStateGroupBase, CBaseClass	SI
0128B0C8	0014	CAIStateGroup_MinionWander	CAIStateGroupBase, CBaseClass	SI
0128B44C	0014	CAIStateGroup_MinionWatchFires	CAIStateGroupBase, CBaseClass	SI
01288CC8	0014	CAIStateGroup_MinionWorkInInn	CAIStateGroupBase, CBaseClass	SI
012898DC	0014	CAIStateGroup_MoveGoodsBase	CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128B87C	0014	CAIStateGroup_NonVillageGuardPatrol	CAIStateGroupBase, CBaseClass	SI
01289E78	0014	CAIStateGroup_NymphAttack	CAIStateGroupBase, CBaseClass	SI
0128C134	0014	CAIStateGroup_NymphFloatAround	CAIStateGroupBase, CBaseClass	SI
0128AF6C	0014	CAIStateGroup_OnHeroPush	CAIStateGroupBase, CBaseClass	SI
0128AC9C	0014	CAIStateGroup_OpenAndCloseShop	CAIStateGroupBase, CBaseClass	SI
0128C984	0014	CAIStateGroup_OpinionReactionRoot	CAIStateGroupBase, CBaseClass	SI
0128B398	0014	CAIStateGroup_PerformAction	CAIStateGroup_ScriptingBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128BD7C	0015	CAIStateGroup_PrepareMeal	CAIStateGroupBase, CBaseClass	SI
0128C854	0015	CAIStateGroup_RangedCombatUsePreferredFirePoint	CAIStateGroupBase, CBaseClass	SI
0128C8D0	0014	CAIStateGroup_ReactToDeadLeader	CAIStateGroupBase, CBaseClass	SI
0128CC9C	0014	CAIStateGroup_RecoverStealableItem	CAIStateGroupBase, CBaseClass	SI
0128D5B0	0014	CAIStateGroup_ScorpionKing	CAIStateGroupBase, CBaseClass	SI
0128CF44	0014	CAIStateGroup_ScreamerPursueTarget	CAIStateGroupBase, CBaseClass	SI
0128B044	0014	CAIStateGroup_ScriptingBase<CAIStateGroupBase>	CAIStateGroupBase, CBaseClass	SI
0128B7C8	0014	CAIStateGroup_SeekEnemy	CAIStateGroupBase, CBaseClass	SI
01289D24	0014	CAIStateGroup_SeekPerceivedThing	CAIStateGroupBase, CBaseClass	SI
0128B804	0014	CAIStateGroup_SeekScriptTarget	CAIStateGroupBase, CBaseClass	SI
0128BF84	0014	CAIStateGroup_SellToBuyer	CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128AA1C	0017	CAIStateGroup_ServeFood	CAIStateGroupBase, CBaseClass	SI
0128CEFC	0017	CAIStateGroup_ServeFoodAtHome	CAIStateGroup_ServeFood, CAIStateGroupBase, CBaseClass	SI
0128AA7C	0017	CAIStateGroup_ServeFoodAtTavern	CAIStateGroup_ServeFood, CAIStateGroupBase, CBaseClass	SI
0128AD04	0014	CAIStateGroup_SetupWares	CAIStateGroupBase, CBaseClass	SI
01291784	0016	CAIStateGroup_ShopkeeperWatchPlayer	CAIStateGroup_GazeAtWork, CAIStateGroup_Gaze, CAIStateGroupBase, CBaseClass	SI
0128BD34	0016	CAIStateGroup_SitForMeal	CAIStateGroup_UsesSeat, CAIStateGroupBase, CBaseClass	SI
0128BF04	0016	CAIStateGroup_SitInPub	CAIStateGroup_UsesSeat, CAIStateGroupBase, CBaseClass	SI
0128B714	0014	CAIStateGroup_SitRoundCampfire	CAIStateGroupBase, CBaseClass	SI
0128AF1C	0015	CAIStateGroup_SkillPractice	CAIStateGroup_ApprenticeHero, CAIStateGroupBase, CBaseClass	SI
0128CD8C	0014	CAIStateGroup_SleepOnFloor	CAIStateGroupBase, CBaseClass	SI
012895CC	0014	CAIStateGroup_SmallBirdWander	CAIStateGroup_FlyingThingBase, CAIStateGroupBase, CBaseClass	SI
01289D88	0014	CAIStateGroup_StandStill	CAIStateGroupBase, CBaseClass	SI
0128BE88	0014	CAIStateGroup_StayNearFoodHall	CAIStateGroupBase, CBaseClass	SI
01289970	0014	CAIStateGroup_StayNearSchool	CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128CC60	0014	CAIStateGroup_StealStealableItem	CAIStateGroupBase, CBaseClass	SI
0128B840	0014	CAIStateGroup_StealthSeekEnemy	CAIStateGroupBase, CBaseClass	SI
0128D2DC	0014	CAIStateGroup_SummonerCharge	CAIStateGroupBase, CBaseClass	SI
0128D2A0	0014	CAIStateGroup_SummonerLightningAttack	CAIStateGroupBase, CBaseClass	SI
0128CF80	0014	CAIStateGroup_SummonerSummon	CAIStateGroupBase, CBaseClass	SI
0128CD50	0014	CAIStateGroup_TavernKeeper	CAIStateGroupBase, CBaseClass	SI
0128CD14	0014	CAIStateGroup_TavernServer	CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128BC44	0014	CAIStateGroup_TellStory	CAIStateGroup_WorkAtSchool, CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128A4DC	0014	CAIStateGroup_TestTestTest	CAIStateGroupBase, CBaseClass	SI
012899C4	0014	CAIStateGroup_ThrowLogsOnFire	CAIStateGroup_MoveGoodsBase, CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128CE2C	0015	CAIStateGroup_Thunder	CAIStateGroupBase, CBaseClass	SI
0128C008	0014	CAIStateGroup_TrollBase	CAIStateGroupBase, CBaseClass	SI
0128B53C	0016	CAIStateGroup_UsesSeat	CAIStateGroupBase, CBaseClass	SI
0128CBA4	0015	CAIStateGroup_VersusEnemyBase	CAIStateGroupBase, CBaseClass	SI
0128D21C	0015	CAIStateGroup_VersusRockTroll	CAIStateGroup_VersusEnemyBase, CAIStateGroupBase, CBaseClass	SI
0128CBE4	0015	CAIStateGroup_VersusScorpionKing	CAIStateGroup_VersusEnemyBase, CAIStateGroupBase, CBaseClass	SI
0128BB18	0014	CAIStateGroup_VillageTaskHorn	CAIStateGroupBase, CBaseClass	SI
0128BA64	0014	CAIStateGroup_VillageTaskPatrol	CAIStateGroupBase, CBaseClass	SI
0128BADC	0014	CAIStateGroup_VillageTaskPickCrops	CAIStateGroupBase, CBaseClass	SI
0128BAA0	0014	CAIStateGroup_VillageTaskSecuritySweep	CAIStateGroupBase, CBaseClass	SI
0128BA28	0014	CAIStateGroup_VillageTaskTorch	CAIStateGroupBase, CBaseClass	SI
012893B4	0014	CAIStateGroup_Wander	CAIStateGroupBase, CBaseClass	SI
01289460	0014	CAIStateGroup_WanderAroundInitialPos	CAIStateGroupBase, CBaseClass	SI
0128BE4C	0014	CAIStateGroup_WanderAroundShops	CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128D5EC	0022	CAIStateGroup_WhisperPotionCombat	CAIStateGroup_EnemyCreatureBase, CAIStateGroupBase, CBaseClass	SI
0128CDCC	0022	CAIStateGroup_WhisperRetreat	CAIStateGroup_EnemyCreatureBase, CAIStateGroupBase, CBaseClass	SI
0128AC48	0014	CAIStateGroup_WifeGiveYouGift	CAIStateGroupBase, CBaseClass	SI
0128BC08	0014	CAIStateGroup_WorkAtSchool	CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
01289890	0014	CAIStateGroup_WorkBase<CAIStateGroupBase>	CAIStateGroupBase, CBaseClass	SI
0128BCF8	0014	CAIStateGroup_WorkHammerAnvil	CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128BC80	0014	CAIStateGroup_WorkInWarehouse	CAIStateGroup_MoveGoodsBase, CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128BCBC	0014	CAIStateGroup_WorkSawingWood	CAIStateGroup_WorkBase<CAIStateGroupBase>, CAIStateGroupBase, CBaseClass	SI
0128FD20	0001	CAIStateGroupBase	:CAIFilterBase: struct std::unary_function<void,bool>	SI
0128C444	0019	CAIStateGroupBehaviourBase	CAIStateGroupBase, CBaseClass	SI
0129CBBC	0023	CANavQuadTreeNode	CBaseClassNonCopyable, CBaseClass	SI
0124376C	0025	CAnimatingObjectDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01255648	0009	CAnimComponentBase	CIVCountedPointeeBase	SI
012556E8	0009	CAnimComponentCombatComboChain	CAnimComponentBase, CIVCountedPointeeBase	SI
01255760	0009	CAnimComponentCombatFlourishTargetOffset	CAnimComponentBase, CIVCountedPointeeBase	SI
012556C0	0009	CAnimComponentCombatHandedness	CAnimComponentBase, CIVCountedPointeeBase	SI
01255738	0009	CAnimComponentCombatMisc	CAnimComponentBase, CIVCountedPointeeBase	SI
01255710	0009	CAnimComponentCombatRecoil	CAnimComponentBase, CIVCountedPointeeBase	SI
01255698	0009	CAnimComponentDelayTime	CAnimComponentBase, CIVCountedPointeeBase	SI
01255850	0009	CAnimComponentFlags	CAnimComponentBase, CIVCountedPointeeBase	SI
01255788	0009	CAnimComponentFollowingOnAnim	CAnimComponentBase, CIVCountedPointeeBase	SI
012557D8	0009	CAnimComponentFollowingOnAnimFilter	CAnimComponentBase, CIVCountedPointeeBase	SI
01255878	0002	CAnimComponentMap	CIVCountedPointeeBase	SI
012557B0	0009	CAnimComponentSetCreatureMode	CAnimComponentBase, CIVCountedPointeeBase	SI
01255828	0009	CAnimComponentStrikeResponseAnim	CAnimComponentBase, CIVCountedPointeeBase	SI
01255800	0009	CAnimComponentStrikeSpeedMultiplier	CAnimComponentBase, CIVCountedPointeeBase	SI
01255670	0009	CAnimComponentTransitionInTime	CAnimComponentBase, CIVCountedPointeeBase	SI
0127261C	0003	CAnimFilterAnyGroup	CAnimFilterBase	SI
0122FFCC	0003	CAnimFilterBase		SI
0122FFDC	0003	CAnimFilterNoGroup	CAnimFilterBase	SI
01267578	0003	CAnimFilterOf2Groups	CAnimFilterBase	SI
01267480	0003	CAnimFilterOf3Groups	CAnimFilterBase	SI
01267568	0003	CAnimFilterOfGroup	CAnimFilterBase	SI
012354DC	0025	CAppearanceDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012330DC	0025	CAppearanceModifierDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01236434	0025	CAppearanceModifierScalingDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012387A0	0007	CAProgressDisplay		SI
0124318C	0025	CAreaOfEffectAttackDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01234AEC	0025	CArmourDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129C9AC	0011	CASoundBank	CBaseClassNonCopyable, CBaseClass	SI
0129E684	0025	CASoundEmitter	CBaseClass	SI
0125D470	0002	CASoundManager	:CAtmosMap	SI
0129E754	0005	CASoundReceiver	CBaseClass	SI
0129D428	0005	CASuspendableProcess	CBaseClassNonCopyable, CBaseClass	SI
0129CA6C	0004	CAsyncLoadingMemoryPool	CHandleBasedMemoryPool, CBaseClassNonCopyable, CBaseClass	SI
012A1AF8	0001	CAsyncLoadingProcessCallback		SI
0125D47C	0002	CAtmosProcess	:CMyAtmosMap: CASoundManager::CAtmosMap	SI
01234A1C	0025	CAttackPatternDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123287C	0025	CAugmentationDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01242F74	0025	CBalverineBattleDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129B54C	0020	CBankFile	CBaseClassNonCopyable, CBaseClass	SI
0129B8D4	0020	CBankFileAsync	CBankFile, CBaseClassNonCopyable, CBaseClass	SI
0129B8A0	0004	CBankFileAsyncData		MI
0129B880	0001	CBankFileAsyncEntry	CBaseClassNonCopyable, CBaseClass	SI
0129B018	0001	CBankFileManager	CBaseClass	SI
0129C82C	0004	CBankStateBlock		SI
01231710	0001	CBaseClass		SI
0129A7C4	0001	CBaseClassNonCopyable	CBaseClass	SI
0129C95C	0001	CBaseIntelligentPointer		SI
0129A7D8	0002	CBaseObject	CBaseClass	SI
0129D294	0003	CBBBSoundAllocator	LHA::CAllocator	SI
0129D2A4	0003	CBBBSoundPhysicalAllocator	LHA::CAllocator	SI
0123E8BC	0025	CBedDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123E3B4	0025	CBettingDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0122ED7C	0001	CBinaryFileDataWriter	LHA::CBinaryDataWriter	SI
0125B8AC	0025	CBlurredAttitudesDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123BF0C	0025	CBoastingPodiumDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012322E4	0025	CBonusItemDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0124185C	0025	CBossDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123520C	0025	CBrainDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012329B4	0025	CBriarRoseDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129A710	0005	CBufferedFileDataOutputStream	CDataOutputStream, CDataStream, CBaseClassNonCopyable, CBaseClass	SI
0124131C	0025	CBuyableHouseDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123A61C	0025	CBuyHouseDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012724D4	0016	CCachedFile	CAFile, CBaseClassNonCopyable, CBaseClass	SI
0123DFBC	0025	CCameraCollisionDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233BE4	0025	CCameraManagerDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233C4C	0025	CCameraManagerSetDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233B7C	0025	CCameraModeDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01243A44	0025	CCardDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012439DC	0025	CCardPositionsDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123DB94	0025	CCarriedReadableDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123E7EC	0025	CCarryableDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01241194	0025	CCarryingDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01231F04	0025	CCarrySlotDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123ACDC	0025	CChestDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129E4E8	0001	CChunkedFile	CBaseClassNonCopyable, CBaseClass	SI
0129E474	0011	CChunkedFileChunk	CBaseClassNonCopyable, CBaseClass	SI
0129E464	0001	CChunkedFileLoader		SI
0129E4B8	0011	CChunkedFileRawDataChunk	CChunkedFileChunk, CBaseClassNonCopyable, CBaseClass	SI
0129E46C	0001	CChunkedFileSaver		SI
0129E4F0	0011	CChunkedFileSuperChunk	CChunkedFileChunk, CBaseClassNonCopyable, CBaseClass	SI
0129CF60	0003	CClass	CBaseObject, CBaseClass	SI
0129CF70	0004	CClassFactory	CBaseClassNonCopyable, CBaseClass	SI
01242C34	0025	CClockDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129C764	0001	CCodeSectionManager	CTBaseSingleton<CCodeSectionManager>	SI
0123D3E4	0025	CCoinGameObstacleDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012324D4	0025	CCombatAbilityAttackBase	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123253C	0025	CCombatAbilityBlockCounterAttackDef	CCombatAbilityAttackBase, CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232E04	0025	CCombatAbilityBlockDefBase	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232F3C	0025	CCombatAbilityBlockHeavyWeaponAttackDef	CCombatAbilityBlockDefBase, CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232DEC	0004	CCombatAbilityBlockingData	CCombatAbilityData	SI
01232ED4	0025	CCombatAbilityBlockLightWeaponAttackDef	CCombatAbilityBlockDefBase, CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232FA4	0025	CCombatAbilityBlockProjectileWeaponAttackDef	CCombatAbilityBlockDefBase, CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232E6C	0025	CCombatAbilityBlockUnarmedAttackDef	CCombatAbilityBlockDefBase, CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232484	0004	CCombatAbilityData		SI
012325A4	0025	CCombatAbilityFlourishCounterAttackDef	CCombatAbilityAttackBase, CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123260C	0025	CCombatAbilityGetHitCounterAttackDef	CCombatAbilityAttackBase, CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232498	0004	CCombatAbilityMeleeAttackData	CCombatAbilityData	SI
012324C0	0004	CCombatAbilityProjectileAttackData	CCombatAbilityData	SI
01232674	0025	CCombatAbilityStrafeDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012324AC	0004	CCombatAbilityStrafingData	CCombatAbilityData	SI
012326DC	0025	CCombatAbilityUseProjectileWeaponDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01276974	0081	CCombatAction_ControlledStrafeJump	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012880E4	0081	CCombatAction_FallStunned	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125BF6C	0081	CCombatAction_GenericBreakOffDrain	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125AD94	0081	CCombatAction_GenericResponseToDecapitation	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125B024	0081	CCombatAction_GenericResponseToDrain	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0125AEDC	0081	CCombatAction_GenericResponseToExplosion	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012771FC	0081	CCombatAction_GenericStrikeResponse	CCombatAction_GenericStrikeResponseBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01264734	0081	CCombatAction_GenericStrikeResponseBase	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01277344	0081	CCombatAction_GenericStrikeResponseKnockdown	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127191C	0081	CCombatAction_GenericStrikeResponseKnockdownRecover	CCombatAction_GenericStrikeResponseKnockdownRecoverBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01271BAC	0081	CCombatAction_GenericStrikeResponseKnockdownRecoverBase	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01271A64	0081	CCombatAction_GenericStrikeResponseKnockdownRecoverFromDeath	CCombatAction_GenericStrikeResponseKnockdownRecover, CCombatAction_GenericStrikeResponseKnockdownRecoverBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0129846C	0081	CCombatAction_Guildmaster_HealFollowersInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012869BC	0081	CCombatAction_Guildmaster_HealFollowersRelease	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012985B4	0081	CCombatAction_Guildmaster_ShieldFollowersInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01286B04	0081	CCombatAction_Guildmaster_ShieldFollowersRelease	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012986FC	0081	CCombatAction_Guildmaster_SpeedUpFollowersInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01286C4C	0081	CCombatAction_Guildmaster_SpeedUpFollowersRelease	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01277D3C	0081	CCombatAction_KickThingOnGround	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01285C94	0081	CCombatAction_RecoverFromDazed	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0127851C	0081	CCombatAction_RecoverFromStunned	CCombatAction_GenericStrikeResponseKnockdownRecoverBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01277E84	0083	CCombatAction_StabThing	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012808EC	0081	CCombatAction_StrikeResponseJackOfBladesIntoRush	CCombatAction_GenericStrikeResponseBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012625E4	0081	CCombatAction_StrikeResponseMazeDoForcePush	CCombatAction_GenericStrikeResponseBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01262874	0081	CCombatAction_StrikeResponseScorpionKing	CCombatAction_GenericStrikeResponseBase, CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01294764	0081	CCombatAction_WillEnflameInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012804FC	0081	CCombatAction_WillForcePushInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
012948AC	0081	CCombatAction_WillHealInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01280644	0081	CCombatAction_WillHealRelease	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
0129461C	0081	CCombatAction_WillShieldInto	CCombatActionBase, CCreatureActionBase, CBaseObject, CBaseClass	SI
01259E44	0081	CCombatActionBase	CCreatureActionBase, CBaseObject, CBaseClass	SI
01233EBC	0025	CCombatDialogueDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01261EB4	0001	CCombatManager	CBaseClassNonCopyable, CBaseClass	SI
0127A0CC	0019	CCombatSequence2StrikeCombo	CCombatSequenceBase	SI
0127917C	0019	CCombatSequence_BanditAdvanceFar	CCombatSequenceBase	SI
012791CC	0019	CCombatSequence_BanditAttackFar	CCombatSequenceBase	SI
0127921C	0019	CCombatSequence_BanditAttackMiddle	CCombatSequenceBase	SI
012792BC	0019	CCombatSequence_BanditAttackNear	CCombatSequenceBase	SI
0127926C	0019	CCombatSequence_BanditAttackSide	CCombatSequenceBase	SI
012793AC	0019	CCombatSequence_BanditBoast	CCombatSequenceBase	SI
0127935C	0019	CCombatSequence_BanditIdleMiddle	CCombatSequenceBase	SI
0127930C	0019	CCombatSequence_BanditIdleNear	CCombatSequenceBase	SI
0127944C	0019	CCombatSequence_BanditKingAdvance	CCombatSequenceBase	SI
012793FC	0019	CCombatSequence_BanditKingAttack	CCombatSequenceBase	SI
0127949C	0019	CCombatSequence_BanditKingBackOff	CCombatSequenceBase	SI
012794EC	0019	CCombatSequence_BanditKingSpinAround	CCombatSequenceBase	SI
012790DC	0019	CCombatSequence_BanditUnblockableAttack	CCombatSequenceBase	SI
0127A1BC	0019	CCombatSequence_BattleCharge	CCombatSequenceBase	SI
0127962C	0019	CCombatSequence_FodderCombatIdle	CCombatSequenceBase	SI
0127953C	0019	CCombatSequence_FodderMainAttack	CCombatSequenceBase	SI
012795DC	0019	CCombatSequence_FodderSecondaryAttack	CCombatSequenceBase	SI
0127958C	0019	CCombatSequence_FodderUnblockableMainAttack	CCombatSequenceBase	SI
0127908C	0019	CCombatSequence_GenericLeader	CCombatSequenceBase	SI
0127903C	0019	CCombatSequence_GenericRangedAttack	CCombatSequenceBase	SI
012796CC	0019	CCombatSequence_KingScorpionTailPlunge	CCombatSequenceBase	SI
0127912C	0019	CCombatSequence_NonInterruptableBoxStrafe	CCombatSequenceBase	SI
0127967C	0019	CCombatSequence_ScorpionLungeAttack	CCombatSequenceBase	SI
0127985C	0019	CCombatSequence_TrollBurrowPursue	CCombatSequenceBase	SI
012798AC	0019	CCombatSequence_TrollBurrowPursueNoZone	CCombatSequenceBase	SI
0127971C	0019	CCombatSequence_TrollDoubleSwipe	CCombatSequenceBase	SI
0127976C	0019	CCombatSequence_TrollDoubleSwipeNonMelee	CCombatSequenceBase	SI
012797BC	0019	CCombatSequence_TrollOpeningGroundPound	CCombatSequenceBase	SI
0127980C	0019	CCombatSequence_TrollProjectileAttack	CCombatSequenceBase	SI
0127999C	0019	CCombatSequence_TrollRockAdvance	CCombatSequenceBase	SI
01279A3C	0019	CCombatSequence_TrollRockIdle	CCombatSequenceBase	SI
012798FC	0019	CCombatSequence_TrollRockPursue	CCombatSequenceBase	SI
